url_path,views_total,views_unique
/nyadla-sys/whisper.tflite,84,58
/nyadla-sys/whisper.tflite/blob/main/models/generate_tflite_from_whisper.ipynb,29,1
/nyadla-sys/whisper.tflite/tree/main/models,18,11
/nyadla-sys/whisper.tflite/tree/main/whisper_android,16,15
/nyadla-sys/whisper.tflite/issues,9,5
/nyadla-sys/whisper.tflite/tree/main/whisper_native,8,7
/nyadla-sys/whisper.tflite/issues/47,8,5
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app,6,6
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app/src,6,5
/nyadla-sys/whisper.tflite/blob/main/whisper_android/app/src/main/assets/whisper-tiny.tflite,6,3
